id,name,price,originalPrice,image,rating,review,description,category
330,Stylish Wireless Earbuds,$4.08,$36.53,http://dummyimage.com/162x100.png/cc0000/ffffff,1.1,564.6,True wireless earbuds with excellent sound quality.,GPT^A
331,Silicone Baking Molds,$4.57,$6.82,http://dummyimage.com/129x100.png/ff4444/ffffff,3.6,106.5,Set of flexible molds for baking cakes and pastries.,TMO
332,Cinnamon Spiced Almonds,$17.90,$95.86,http://dummyimage.com/159x100.png/5fa2dd/ffffff,2.1,473.8,Crispy almonds coated with cinnamon and sugar for a sweet and crunchy snack.,BVSN
333,Balsamic Glazed Brussels Sprouts,$49.65,$79.53,http://dummyimage.com/208x100.png/cc0000/ffffff,1.6,114.3,Roasted Brussels sprouts drizzled with balsamic glaze.,DL
334,Over-The-Door Shoe Organizer,$77.08,$33.28,http://dummyimage.com/228x100.png/cc0000/ffffff,3.9,844.3,Space-saving shoe organizer for tight spaces.,NETS
335,Pineapple Chunks (canned),$24.51,$43.14,http://dummyimage.com/234x100.png/cc0000/ffffff,1.1,386.6,Sweet pineapple chunks in syrup.,LPG
336,Roasted Garlic Aioli,$58.69,$86.55,http://dummyimage.com/168x100.png/dddddd/000000,1.4,366.2,Flavored aioli made with roasted garlic,CMRE^D
337,Peach Slices in Syrup,$60.88,$11.39,http://dummyimage.com/227x100.png/dddddd/000000,2.8,289.4,"Sweet and tender peach slices preserved in syrup, great for desserts.",AGFSW
338,Tea Infuser,$32.96,$45.19,http://dummyimage.com/230x100.png/5fa2dd/ffffff,1.7,98.6,Silicone tea infuser for brewing loose leaf tea.,PAR
339,Creamy Spinach Dip,$9.24,$36.05,http://dummyimage.com/244x100.png/5fa2dd/ffffff,4.1,705.2,"Deliciously creamy spinach dip, perfect for parties.",HTD
340,Dog Training Clicker,$35.30,$95.84,http://dummyimage.com/209x100.png/5fa2dd/ffffff,5.0,39.7,Training tool for reinforcing commands and behavior in dogs.,KEY^I
341,Rice Pilaf Mix,$54.78,$8.13,http://dummyimage.com/122x100.png/dddddd/000000,1.5,465.5,Quick and easy rice pilaf mix for side dishes.,AUY
342,Pomegranate Juice,$23.49,$38.21,http://dummyimage.com/135x100.png/dddddd/000000,2.6,907.0,"Fresh pomegranate juice, rich in antioxidants.",MD
343,Pet Bed,$9.64,$22.40,http://dummyimage.com/111x100.png/ff4444/ffffff,4.7,542.5,Comfortable pet bed for small to medium-sized dogs.,GDDY
344,Wireless HDMI Transmitter,$36.52,$48.05,http://dummyimage.com/186x100.png/5fa2dd/ffffff,4.4,140.2,Stream HD video wirelessly to your TV.,MTB
345,Smartphone Projector,$16.17,$1.82,http://dummyimage.com/237x100.png/dddddd/000000,2.8,404.5,DIY projector that magnifies your smartphone screen for movie nights.,TRNS
346,Pet Hair Vacuum Cleaner Attachment,$64.34,$10.86,http://dummyimage.com/213x100.png/ff4444/ffffff,1.2,828.0,Specialized attachment for removing pet hair from surfaces.,SHW
347,Mini Waffle Maker,$96.63,$53.05,http://dummyimage.com/214x100.png/dddddd/000000,3.7,704.2,Compact waffle maker for perfect small waffles.,BCEI
348,Non-Stick Baking Sheets,$55.45,$30.20,http://dummyimage.com/191x100.png/ff4444/ffffff,2.7,50.4,Set of baking sheets for effortless baking.,BSET
349,Natural Soy Candles,$79.48,$79.28,http://dummyimage.com/200x100.png/ff4444/ffffff,2.9,920.4,Eco-friendly soy candles with a variety of scents.,CRCM
350,Wireless Security System,$25.35,$86.81,http://dummyimage.com/126x100.png/dddddd/000000,4.5,169.3,Comprehensive camera and alert system for home security.,AAPC
351,Travel Document Organizer,$17.28,$31.45,http://dummyimage.com/207x100.png/dddddd/000000,1.7,320.9,"Organize travel documents, passport, and cards.",SB^B
352,Adjustable Height Standing Desk Converter,$49.22,$28.83,http://dummyimage.com/219x100.png/5fa2dd/ffffff,2.5,453.4,Convert your desk to a standing desk easily.,JSML
353,Almond Butter Cups,$84.44,$99.98,http://dummyimage.com/243x100.png/5fa2dd/ffffff,3.8,606.4,"Rich chocolate cups filled with almond butter, a delicious treat.",DGRS
354,Pumpkin Spice Coffee,$60.45,$68.47,http://dummyimage.com/232x100.png/dddddd/000000,3.6,126.1,"Coffee blend infused with pumpkin spice, perfect for fall.",PSCE
355,Organic Sweet Potatoes,$31.44,$16.32,http://dummyimage.com/169x100.png/cc0000/ffffff,1.1,555.6,"Fresh and organic sweet potatoes, ideal for roasting.",JSML
356,Children's Educational Workbook,$95.57,$16.92,http://dummyimage.com/166x100.png/5fa2dd/ffffff,3.2,91.3,Activity workbook for early learning and fun.,KRO
357,Handheld Vacuum,$80.59,$94.68,http://dummyimage.com/193x100.png/5fa2dd/ffffff,2.7,712.9,Cordless handheld vacuum for quick cleanups.,GENC
358,Frozen Vegetarian Pizza,$55.08,$5.05,http://dummyimage.com/183x100.png/dddddd/000000,2.2,524.8,A delicious pizza loaded with vegetables,AHPAU
359,Rainbow Veggie Chips,$79.03,$66.06,http://dummyimage.com/164x100.png/ff4444/ffffff,3.9,11.7,"Colorful veggie chips made from beets, carrots, and sweet potatoes.",EGO
360,Honey Sriracha Chicken Bites,$24.21,$93.76,http://dummyimage.com/175x100.png/dddddd/000000,4.6,305.7,"Frozen chicken bites coated in a honey sriracha glaze, spicy and sweet.",PLW
361,Over-Ear Headphones,$14.85,$6.55,http://dummyimage.com/174x100.png/dddddd/000000,1.5,710.4,Comfortable over-ear headphones with deep bass.,BXP^B
362,Grapes (red),$47.70,$44.36,http://dummyimage.com/106x100.png/cc0000/ffffff,2.6,728.7,"Fresh seedless red grapes, perfect for snacking.",FRME
363,Beef Jerky,$91.29,$9.16,http://dummyimage.com/250x100.png/cc0000/ffffff,5.0,803.2,"Savory, protein-rich beef jerky for on-the-go snacking.",DELT
364,Camera Lens Cleaning Kit,$88.98,$77.98,http://dummyimage.com/128x100.png/cc0000/ffffff,2.7,857.1,Complete cleaning kit for camera lenses.,EPR
365,Comfortable Jogger Pants,$23.94,$34.89,http://dummyimage.com/108x100.png/5fa2dd/ffffff,4.3,311.6,"Relaxed fit joggers made from soft fleece, ideal for lounging or workouts.",OMAB
366,Portable Hammock with Stand,$94.48,$96.28,http://dummyimage.com/138x100.png/5fa2dd/ffffff,2.4,526.2,Lightweight hammock with a sturdy stand for relaxation anywhere.,NTRI
367,Graphic Sweatshirt,$81.05,$61.76,http://dummyimage.com/147x100.png/ff4444/ffffff,4.2,769.6,A comfortable sweatshirt featuring a bold graphic print.,STRM
368,Cheesy Cauliflower Bake,$10.85,$55.20,http://dummyimage.com/132x100.png/5fa2dd/ffffff,4.3,290.9,"A frozen cheesy bake made with cauliflower, great as a side dish or a vegetarian meal.",NTEST.B
369,Puzzle 3D Model Kit,$76.96,$4.04,http://dummyimage.com/110x100.png/5fa2dd/ffffff,2.0,294.9,3D model puzzle kit for creative builders.,PACW
370,Chocolate Chip Cliff Bars,$0.71,$15.18,http://dummyimage.com/217x100.png/ff4444/ffffff,2.2,478.6,Nutritious energy bars packed with chocolate chips.,FCH^A
371,Wireless Charging Pad,$84.10,$42.77,http://dummyimage.com/184x100.png/dddddd/000000,2.6,680.3,Sleek wireless charging pad for smartphones.,AGI
372,Leather Crossbody Bag,$58.04,$88.35,http://dummyimage.com/177x100.png/cc0000/ffffff,4.5,472.8,A chic leather crossbody bag for everyday use.,AXDX
373,Elegant Maxi Skirt,$9.80,$7.47,http://dummyimage.com/237x100.png/5fa2dd/ffffff,2.5,389.4,Float through the day in this beautiful floor-length skirt.,OKE
374,Spaghetti Squash,$57.32,$26.06,http://dummyimage.com/217x100.png/5fa2dd/ffffff,1.1,591.7,Low-carb vegetable for pasta alternatives.,HOFT
375,Cheddar Cheese Crackers,$79.72,$29.57,http://dummyimage.com/168x100.png/5fa2dd/ffffff,3.5,300.1,Crunchy crackers topped with real cheddar cheese flavor.,DLPH
376,Pet Training Clicker,$41.82,$29.09,http://dummyimage.com/210x100.png/5fa2dd/ffffff,4.2,745.5,Simple tool to train your pet with positive reinforcement.,GURE
377,Roasted Sweet Corn,$47.60,$97.91,http://dummyimage.com/184x100.png/5fa2dd/ffffff,4.7,125.0,Sweet corn roasted to perfection for a delightful side.,KIN
378,Mechanical Pencil Set,$44.83,$31.53,http://dummyimage.com/230x100.png/dddddd/000000,1.5,152.7,"Precision pencils for drawing, sketching, and writing.",VBLT
379,Digital Wireless Meat Thermometer,$77.81,$80.81,http://dummyimage.com/224x100.png/dddddd/000000,4.1,594.3,Bluetooth thermometer that alerts you when your meat is done.,SOI
380,Portable Hammock with Stand,$29.03,$43.55,http://dummyimage.com/239x100.png/cc0000/ffffff,3.8,881.7,Lightweight hammock with a sturdy stand for relaxation anywhere.,FKLYU
381,Roasted Garlic Pasta Sauce,$63.78,$31.39,http://dummyimage.com/181x100.png/dddddd/000000,1.2,407.6,A flavorful pasta sauce made with roasted garlic.,KNDI
382,Ice Cream Maker,$23.54,$76.54,http://dummyimage.com/200x100.png/ff4444/ffffff,4.2,766.7,Homemade ice cream maker for delicious desserts.,TECH
383,Garlic Parmesan Wings,$63.33,$41.85,http://dummyimage.com/201x100.png/ff4444/ffffff,2.7,909.8,Frozen chicken wings with garlic parmesan sauce.,SXI
384,Electric Wine Opener,$3.07,$68.17,http://dummyimage.com/199x100.png/ff4444/ffffff,3.9,817.3,Rechargeable electric wine opener for effortless uncorking.,OMAM
385,Bock Beer Mustard,$31.37,$88.45,http://dummyimage.com/112x100.png/ff4444/ffffff,4.3,418.8,"Flavorful mustard with a tangy kick, perfect for hot dogs and sandwiches.",HIHO
386,Hiking Water Bottle with Filter,$33.88,$53.34,http://dummyimage.com/220x100.png/ff4444/ffffff,4.3,764.5,8oz water bottle with built-in filter for clean drinking water.,SFR
387,Safety Goggles,$86.75,$52.48,http://dummyimage.com/113x100.png/dddddd/000000,4.9,440.0,Protective goggles for DIY and construction work.,WALA
388,Fitness Tracker Band,$51.69,$79.80,http://dummyimage.com/187x100.png/5fa2dd/ffffff,2.4,366.3,Affordable fitness tracker with heart rate monitor.,VDTH
389,Weighted Blanket for Adults,$42.83,$17.84,http://dummyimage.com/210x100.png/dddddd/000000,3.1,194.1,A calming blanket that provides gentle pressure for relaxation.,FINX
390,Basil-infused Olive Oil,$7.78,$21.99,http://dummyimage.com/190x100.png/cc0000/ffffff,3.1,729.5,Extra virgin olive oil infused with fresh basil.,RBA
391,Cheddar & Bacon Potato Skins,$40.01,$45.90,http://dummyimage.com/206x100.png/ff4444/ffffff,2.0,91.1,Gourmet potato skins loaded with cheddar cheese and bacon.,ESXB
392,Portable Bluetooth Headphones,$25.87,$88.05,http://dummyimage.com/205x100.png/cc0000/ffffff,1.9,657.1,Wireless headphones with noise-canceling features.,ASET
393,Peach Fruit Cups,$70.43,$44.90,http://dummyimage.com/224x100.png/ff4444/ffffff,4.0,30.7,"Juicy peach slices in light syrup, in convenient cups.",CCI
394,Cotton Sweatpants,$11.26,$63.39,http://dummyimage.com/100x100.png/dddddd/000000,1.4,236.4,Soft and breathable cotton sweatpants perfect for lounging or workouts.,CBPX
395,Reflective Safety Vest,$73.72,$87.41,http://dummyimage.com/219x100.png/5fa2dd/ffffff,3.5,879.8,Bright safety vest for outdoor visibility during any activity.,EIGR
396,Self-Adhesive Wallpaper,$24.28,$33.31,http://dummyimage.com/125x100.png/cc0000/ffffff,3.3,75.1,Peel and stick wallpaper for easy home decor changes.,WMAR
397,Biodegradable Phone Case,$93.76,$45.94,http://dummyimage.com/106x100.png/ff4444/ffffff,1.0,502.4,Eco-friendly phone case designed to decompose safely.,CDEV
398,Sesame Garlic Stir-Fry Sauce,$56.29,$71.66,http://dummyimage.com/123x100.png/ff4444/ffffff,4.4,278.7,A flavorful sauce for stir-frying vegetables and meats.,PNW
399,Mini Projector,$56.79,$84.89,http://dummyimage.com/196x100.png/5fa2dd/ffffff,2.6,902.5,Portable projector with 1080p resolution for movies.,HL^B
400,Self-Stirring Mug,$70.93,$11.47,http://dummyimage.com/216x100.png/5fa2dd/ffffff,1.7,835.5,Automated stirring for your drinks with just a press of a button.,ECHO
401,Digital Thermostat,$3.21,$19.03,http://dummyimage.com/166x100.png/cc0000/ffffff,2.2,422.5,Programmable digital thermostat for home heating.,ASET
402,Graphic Tee,$66.77,$91.00,http://dummyimage.com/248x100.png/5fa2dd/ffffff,1.6,889.5,Soft cotton graphic tee available in various designs.,INDY
403,Coconut Almond Granola,$5.45,$22.49,http://dummyimage.com/170x100.png/dddddd/000000,2.6,786.2,"Crunchy granola made with oats, almonds, and coconut flakes.",GJP
404,Kale Caesar Salad Kit,$64.75,$64.09,http://dummyimage.com/153x100.png/dddddd/000000,4.4,950.8,Fresh kale with Caesar dressing and croutons.,DTK
405,Yoga Mat,$88.53,$47.91,http://dummyimage.com/126x100.png/dddddd/000000,1.4,861.4,Non-slip yoga mat for optimal grip and comfort.,VLY
406,Gluten-Free Bread,$40.72,$45.92,http://dummyimage.com/223x100.png/cc0000/ffffff,4.6,963.7,Soft and tasty gluten-free sandwich bread.,PRO
407,Portable Massage Gun,$52.97,$58.49,http://dummyimage.com/157x100.png/dddddd/000000,3.5,903.5,Personal massager for muscle recovery.,KO
408,Fall-Themed Table Runner,$36.71,$96.13,http://dummyimage.com/179x100.png/ff4444/ffffff,3.8,297.3,Decorative table runner perfect for autumn gatherings.,ATHN
409,Chia Seed Pudding,$76.97,$89.25,http://dummyimage.com/179x100.png/5fa2dd/ffffff,1.4,313.5,"Nutritious chia seed pudding in vanilla flavor, ready to eat.",POST
410,Set of Decorative Storage Bins,$45.34,$9.34,http://dummyimage.com/184x100.png/dddddd/000000,2.5,951.1,Colorful bins to keep your space organized.,JKHY
411,Vegetable Chips,$81.43,$65.27,http://dummyimage.com/178x100.png/ff4444/ffffff,4.4,97.8,Crispy and crunchy snack made from assorted vegetables.,TSI
412,Skincare Set,$40.46,$80.27,http://dummyimage.com/214x100.png/cc0000/ffffff,1.9,502.7,All-natural skincare set for daily use.,AGRX
413,Kids' Activity Book,$45.86,$61.35,http://dummyimage.com/167x100.png/ff4444/ffffff,3.3,218.9,Fun book filled with puzzles and games for kids.,WBA
414,Vegetable Spiralizer,$3.83,$71.96,http://dummyimage.com/101x100.png/5fa2dd/ffffff,2.2,923.9,Create spiraled vegetable noodles easily for healthy meals.,GLOP
415,Berries Medley,$41.55,$59.95,http://dummyimage.com/211x100.png/dddddd/000000,3.0,309.5,"A mix of fresh raspberries, blueberries, and blackberries.",DISCB
416,Kale Caesar Salad Kit,$1.79,$16.65,http://dummyimage.com/129x100.png/ff4444/ffffff,1.9,496.9,Fresh kale with Caesar dressing and croutons.,GDL^B
417,Survival Gear Kit,$94.78,$47.74,http://dummyimage.com/249x100.png/ff4444/ffffff,3.3,568.4,Essential survival gear kit for emergencies.,LMB
418,Hydration Backpack,$49.78,$72.78,http://dummyimage.com/165x100.png/5fa2dd/ffffff,2.4,118.3,Lightweight backpack with an insulated water reservoir for hydration on the go.,GDEN
419,Organic Quinoa,$25.90,$95.46,http://dummyimage.com/155x100.png/dddddd/000000,4.7,800.0,Nutritious organic quinoa for salads or sides,THQ
420,Bamboo Toothbrush,$98.43,$46.83,http://dummyimage.com/161x100.png/5fa2dd/ffffff,3.7,592.2,Eco-friendly bamboo toothbrush for sustainable living.,UGP
421,Apple Juice,$54.93,$54.53,http://dummyimage.com/128x100.png/ff4444/ffffff,3.8,604.1,"Refreshing apple juice, 100% juice with no added sugar.",HCN
422,Fried Rice,$58.70,$54.26,http://dummyimage.com/230x100.png/cc0000/ffffff,4.3,86.1,"Pre-cooked vegetable fried rice, just heat and serve.",HIW
423,Pet Grooming Gloves,$96.61,$80.42,http://dummyimage.com/154x100.png/ff4444/ffffff,3.7,277.4,Gentle grooming gloves for shedding pets.,AEH
424,Sliced Bread,$59.99,$6.74,http://dummyimage.com/150x100.png/cc0000/ffffff,1.6,38.8,"Soft and fresh sliced bread, perfect for sandwiches.",GCV^B
425,Wall Planner,$37.66,$31.51,http://dummyimage.com/158x100.png/cc0000/ffffff,3.0,166.7,Large wall planner for organizing schedules.,ALR
426,Red Lentils,$16.89,$45.57,http://dummyimage.com/220x100.png/5fa2dd/ffffff,1.7,856.9,Nutritious and quick-cooking red lentils.,IRWD
427,Organic Granola,$11.27,$47.66,http://dummyimage.com/242x100.png/cc0000/ffffff,3.9,329.4,Healthy granola made with oats and honey.,ISD
428,Travel Eye Mask with Ear Plugs,$60.16,$27.06,http://dummyimage.com/245x100.png/ff4444/ffffff,1.6,740.6,Comfortable eye mask that includes noise-canceling ear plugs.,MOCO
429,Rechargeable Laptop Battery Pack,$83.70,$2.70,http://dummyimage.com/224x100.png/dddddd/000000,3.9,290.9,Portable battery pack to charge laptops while on the move.,MACQ
430,Cinnamon Roll Dough,$30.86,$55.94,http://dummyimage.com/202x100.png/dddddd/000000,4.0,142.6,Ready-to-bake cinnamon roll dough for easy breakfasts.,BGC
431,Sweet Potato and Chickpea Bowl,$33.28,$15.82,http://dummyimage.com/243x100.png/dddddd/000000,1.7,56.2,A nourishing bowl of sweet potatoes and chickpeas with spices.,PCG
432,Dark Chocolate Covered Raisins,$75.08,$88.50,http://dummyimage.com/219x100.png/5fa2dd/ffffff,1.9,468.3,Satisfy your sweet tooth with these dark chocolate-covered raisins.,VVPR
433,Nail Polish Set,$75.31,$88.18,http://dummyimage.com/211x100.png/5fa2dd/ffffff,2.8,723.3,Assorted nail polish set for vibrant nails.,CII
434,Smoked Paprika,$11.38,$79.26,http://dummyimage.com/171x100.png/dddddd/000000,2.9,57.7,Add a smoky flavor to your dishes.,PRQR
435,Electric Heat Pad,$62.65,$96.67,http://dummyimage.com/111x100.png/ff4444/ffffff,2.3,905.3,Microwaveable heat pad for soothing muscle aches.,PBR.A
436,Coffee Making Kit,$62.08,$36.13,http://dummyimage.com/129x100.png/dddddd/000000,4.1,35.9,Complete set to brew coffee with different methods.,PHI
437,Herbal Tea Infuser,$64.16,$50.70,http://dummyimage.com/124x100.png/ff4444/ffffff,1.3,587.1,Infuser for brewing loose-leaf herbal teas easily.,KONE
438,Herb Drying Rack,$4.73,$87.40,http://dummyimage.com/225x100.png/ff4444/ffffff,1.8,194.2,Mesh drying rack for preserving herbs and flowers.,ACGLP
439,Vegetable Medley,$3.24,$54.99,http://dummyimage.com/199x100.png/ff4444/ffffff,4.1,99.5,Mixed fresh vegetables for stir-frying or roasting.,CLNS^E
440,Adjustable Stand for Tablets and Smartphones,$32.25,$43.83,http://dummyimage.com/206x100.png/5fa2dd/ffffff,4.8,183.3,Multi-angle stand for easy viewing of devices.,PKX
441,Pepper Jack Cheese Sticks,$66.67,$82.08,http://dummyimage.com/136x100.png/5fa2dd/ffffff,1.9,241.1,"A spicy, flavorful cheese stick great for snacks or lunchboxes.",PNTR
442,Almond Flour Pancake Mix,$14.18,$34.60,http://dummyimage.com/196x100.png/dddddd/000000,2.3,264.1,Gluten-free pancake mix made with almond flour.,KRA
443,Canned Coconut Milk,$56.74,$52.76,http://dummyimage.com/219x100.png/5fa2dd/ffffff,4.9,164.0,"Rich coconut milk, great for cooking and baking.",SNV
444,Maple Almond Butter,$68.80,$77.08,http://dummyimage.com/158x100.png/dddddd/000000,4.3,389.8,Creamy almond butter sweetened with maple syrup for a delicious spread.,CWCO
445,Toasted Coconut Granola,$26.35,$13.07,http://dummyimage.com/164x100.png/cc0000/ffffff,1.5,443.6,"Crunchy granola with toasted coconut flakes, perfect for breakfast or snacks.",ENZL
446,Vegetarian Stir Fry Sauce,$79.78,$84.86,http://dummyimage.com/100x100.png/ff4444/ffffff,3.2,369.9,Flavorful sauce perfect for stir-frying vegetables and tofu.,H
447,Sweet Corn,$62.00,$91.03,http://dummyimage.com/147x100.png/5fa2dd/ffffff,1.9,307.9,"Tender sweet corn kernels, ready to eat or add to dishes.",SNCR
448,Folding Backpack Chair,$59.02,$99.93,http://dummyimage.com/170x100.png/cc0000/ffffff,2.8,61.1,Versatile chair that easily folds up for carrying.,LII
449,Lemon Garlic Shrimp,$90.81,$63.98,http://dummyimage.com/221x100.png/ff4444/ffffff,2.0,199.3,"Marinated shrimp in a garlic and lemon sauce, perfect for grilling.",NQP
450,Bicycle Repair Kit,$51.88,$56.14,http://dummyimage.com/127x100.png/ff4444/ffffff,4.2,444.6,Essential tools for on-the-go bike maintenance.,KIO
451,Coconut Yogurt,$28.19,$46.77,http://dummyimage.com/150x100.png/ff4444/ffffff,3.8,957.7,"Creamy yogurt made from coconut milk, dairy-free and delicious.",MEIP
452,Cabbage Slaw Mix,$16.90,$60.16,http://dummyimage.com/233x100.png/dddddd/000000,1.2,451.2,Fresh cabbage and carrot slaw mix for salads.,CDE
453,Spicy Beef Taco Mix,$39.87,$21.32,http://dummyimage.com/124x100.png/cc0000/ffffff,1.7,99.6,Easy mix for making spicy beef tacos.,PTR
454,Sweet Potato and Chickpea Bowl,$43.87,$43.45,http://dummyimage.com/118x100.png/cc0000/ffffff,2.7,299.7,A nourishing bowl of sweet potatoes and chickpeas with spices.,ZBK
455,Fall-Themed Table Runner,$45.93,$17.77,http://dummyimage.com/150x100.png/ff4444/ffffff,2.4,794.9,Decorative table runner perfect for autumn gatherings.,PDI
456,Reusable Food Storage Bags,$93.17,$42.86,http://dummyimage.com/132x100.png/ff4444/ffffff,2.1,954.2,Eco-friendly silicone bags for food storage and snacks.,BAC^Y
457,Self-Inflating Camping Mattress,$90.24,$68.20,http://dummyimage.com/126x100.png/cc0000/ffffff,4.4,255.2,Comfortable camping mattress that inflates automatically.,BXMX
458,Glass Water Bottle,$29.16,$7.82,http://dummyimage.com/209x100.png/cc0000/ffffff,1.0,228.7,Borosilicate glass water bottle with silicone sleeve.,CENT
459,Foot Massager,$64.12,$63.97,http://dummyimage.com/150x100.png/5fa2dd/ffffff,1.5,224.7,Electric foot massager with heat settings.,ORIT
460,BBQ Jackfruit,$6.22,$23.30,http://dummyimage.com/247x100.png/5fa2dd/ffffff,3.6,530.4,"Tender jackfruit cooked in BBQ sauce, a delicious plant-based alternative.",POOL
461,Herb Seasoned Rice,$40.90,$76.19,http://dummyimage.com/118x100.png/cc0000/ffffff,2.3,391.8,A flavorful rice side dish seasoned with herbs and spices.,TANNI
462,Electric Food Steamer,$5.89,$59.00,http://dummyimage.com/201x100.png/cc0000/ffffff,5.0,77.8,Electric food steamer for healthy cooking.,WAYN
463,Portable Ice Maker,$89.40,$73.23,http://dummyimage.com/127x100.png/5fa2dd/ffffff,2.1,394.3,Compact ice maker for creating ice at home or in offices.,VGI
464,Tuscan Bean Soup,$0.31,$61.95,http://dummyimage.com/205x100.png/ff4444/ffffff,1.2,474.8,A hearty mix of beans in a flavorful tomato broth.,FYX
465,Multicolored LED Strip Lights,$73.33,$54.13,http://dummyimage.com/110x100.png/ff4444/ffffff,3.5,914.3,Flexible LED lights for creative home lighting designs.,BRFS
466,Sushi Roll Kit,$60.79,$82.23,http://dummyimage.com/112x100.png/dddddd/000000,1.3,528.3,All ingredients needed to make your own sushi,MSEX
467,Aged White Cheddar Popcorn,$4.15,$86.97,http://dummyimage.com/245x100.png/cc0000/ffffff,4.2,984.0,Light and fluffy popcorn coated in aged white cheddar.,IDA
468,Brownie Bites,$23.89,$86.04,http://dummyimage.com/222x100.png/dddddd/000000,1.1,40.3,"Fudgy brownie bites, perfect for sharing or snacking.",RPXC
469,Kettle BBQ Grill,$67.64,$57.26,http://dummyimage.com/126x100.png/cc0000/ffffff,4.1,85.1,Charcoal kettle grill perfect for backyard barbecues.,CSFL
470,Ginger Snaps,$48.14,$80.95,http://dummyimage.com/183x100.png/5fa2dd/ffffff,3.2,24.9,Spicy ginger cookies that are crunchy and delicious.,ACV
471,Dark Chocolate Almond Butter Cups,$5.91,$95.96,http://dummyimage.com/147x100.png/cc0000/ffffff,1.7,861.3,Rich almond butter encased in dark chocolate.,PRN
472,Almond Joy Protein Bars,$74.21,$88.47,http://dummyimage.com/197x100.png/ff4444/ffffff,4.3,967.2,Chocolate coconut protein bars inspired by the classic candy bar.,WHG
473,Maple Almond Yogurt,$14.49,$36.54,http://dummyimage.com/214x100.png/cc0000/ffffff,5.0,650.8,Creamy yogurt made with maple and almond flavors.,ORMP
474,Wireless Smart Plug,$23.99,$39.13,http://dummyimage.com/163x100.png/5fa2dd/ffffff,4.6,948.3,Control home appliances remotely using your smartphone app.,HBANN
475,Smart Thermos,$99.35,$45.82,http://dummyimage.com/166x100.png/ff4444/ffffff,4.0,617.5,Thermos that tracks your water intake and temperature.,AMGN
476,Honey BBQ Riblets,$88.04,$9.78,http://dummyimage.com/136x100.png/5fa2dd/ffffff,3.4,473.9,"Tender riblets coated in a honey barbecue glaze, perfect for grilling or baking.",CNOB
477,Emergency Preparedness Kit,$48.02,$33.30,http://dummyimage.com/101x100.png/5fa2dd/ffffff,4.9,762.4,Complete kit for emergency situations including food and water.,KEX
478,Portable Bluetooth Headphones,$29.62,$13.12,http://dummyimage.com/106x100.png/5fa2dd/ffffff,2.3,852.3,Wireless headphones with noise-canceling features.,NYMX
479,Teriyaki Chicken Stir-Fry,$31.35,$97.15,http://dummyimage.com/179x100.png/ff4444/ffffff,1.3,33.7,"Frozen stir-fry mix with chicken, veggies, and teriyaki sauce.",VLP
480,Olive Oil,$70.04,$30.27,http://dummyimage.com/123x100.png/5fa2dd/ffffff,2.8,41.2,"Extra virgin olive oil, ideal for cooking and salads.",ENS
481,Breezy Off-The-Shoulder Top,$47.21,$36.38,http://dummyimage.com/138x100.png/cc0000/ffffff,2.7,482.9,A light and breezy top ideal for warm days.,LILA
482,Roasted Garlic Pasta Sauce,$43.73,$59.15,http://dummyimage.com/248x100.png/cc0000/ffffff,1.8,344.4,A flavorful pasta sauce made with roasted garlic.,JPM
483,Compost Bin,$94.96,$99.25,http://dummyimage.com/115x100.png/ff4444/ffffff,4.7,257.3,Countertop compost bin for kitchen waste.,TOL
484,Hot Salsa,$35.95,$57.26,http://dummyimage.com/196x100.png/dddddd/000000,1.9,790.9,Spicy salsa made with fresh ingredients.,RMAX
485,Classic Beef Chili,$45.25,$38.47,http://dummyimage.com/233x100.png/5fa2dd/ffffff,2.4,38.7,Hearty chili made with premium ground beef and kidney beans.,FCE.A
486,Emergency Preparedness Kit,$7.77,$45.81,http://dummyimage.com/238x100.png/dddddd/000000,1.5,772.1,Complete kit for emergency situations including food and water.,BTZ
487,Chocolate Fudge Brownie Mix,$38.27,$98.64,http://dummyimage.com/240x100.png/dddddd/000000,5.0,88.0,Just add water for delicious brownies.,WAB
488,Zesty Cilantro Lime Dressing,$41.71,$10.42,http://dummyimage.com/114x100.png/cc0000/ffffff,4.5,322.9,A bright and zesty dressing perfect for salads and tacos.,TBK
489,Microfiber Cleaning Cloth Set,$90.96,$29.44,http://dummyimage.com/233x100.png/cc0000/ffffff,1.9,833.7,Assorted cloths for cleaning electronics and delicate surfaces.,EHIC
490,Red Lentils,$34.16,$86.16,http://dummyimage.com/117x100.png/dddddd/000000,2.9,302.4,Nutritious and quick-cooking red lentils.,VSI
491,Brown Rice,$33.80,$66.93,http://dummyimage.com/196x100.png/dddddd/000000,4.8,412.4,Nutty and wholesome brown rice.,STT
492,Gaming Headset,$57.70,$23.70,http://dummyimage.com/139x100.png/dddddd/000000,1.2,848.2,Comfortable gaming headset with surround sound.,SHIPW
493,Sesame Garlic Noodles,$56.93,$51.13,http://dummyimage.com/129x100.png/5fa2dd/ffffff,4.5,506.6,Delicious noodles tossed in a sesamegarlic sauce.,NSR
494,Lasagna Noodles,$21.58,$53.23,http://dummyimage.com/226x100.png/dddddd/000000,1.4,672.6,Wide pasta sheets for making lasagna.,OCLR
495,Sports Bottle,$78.04,$78.94,http://dummyimage.com/145x100.png/dddddd/000000,3.1,950.6,BPA-free sports bottle with flip-top lid.,IAC
